,author,author_id,average_rating,book_id,ratings_count,title,title_query
1038,Brandon Sanderson,38550,4.21,10803121,106502,"The Alloy of Law (Mistborn, #4)",THE ALLOY OF LAW
1039,Nicholas Sparks,2345,4.14,17407748,100365,The Longest Ride,THE LONGEST RIDE
1040,Nelson DeMille,1238,3.88,23197346,13393,"Radiant Angel (John Corey, #7)",RADIANT ANGEL
1041,Barbara Taylor Bradford,5353,3.82,1088159,1805,A Secret Affair,A SECRET AFFAIR
1042,Michael G. Manning,5021072,4.18,13839194,7300,"The Archmage Unbound (Mageborn, #3)",ARCHMAGE
1043,Emily Giffin,13370,3.90,36344555,48244,All We Ever Wanted,ALL WE EVER WANTED
1044,Rita Mae Brown,23511,3.63,6707234,1684,"Cat of the Century (Mrs. Murphy, #18)",CAT OF THE CENTURY
1045,Zadie Smith,2522,3.44,13537891,28542,NW,NW
1046,Glenn Beck,188932,3.79,3268926,14238,The Christmas Sweater,THE CHRISTMAS SWEATER
1047,Joel C. Rosenberg,221833,4.27,22798864,4977,The Third Target (J. B. Collins #1),THE THIRD TARGET
1048,Craig Alanson,14851776,4.32,35224512,4601,"Black Ops (Expeditionary Force, #4)",BLACK OPS
1049,M.J. Hyland,136085,3.43,251052,3480,How the Light Gets In,HOW THE LIGHT GETS IN
1050,John Grisham,721,3.79,11600163,58409,The Litigators,THE LITIGATORS
1051,William Kent Krueger,71170,4.10,27274443,3603,"Manitou Canyon (Cork O'Connor, #15)",MANITOU CANYON
1052,Richard Dawkins,1194,4.17,6117055,42503,The Greatest Show on Earth: The Evidence for Evolution,EVIDENCE
1053,James Rollins,38809,3.99,15818164,13960,"The Blood Gospel (The Order of the Sanguines, #1)",THE BLOOD GOSPEL
1054,Gordon Korman,2130,3.72,22237,6114,"Son of the Mob (Son of the Mob, #1)",MOBBED
1055,James Patterson,3780,3.36,8273044,11236,Toys,TOYS
1056,Ace Atkins,140695,3.87,31684675,2753,"Robert B. Parker's Little White Lies (Spenser, #45)",ROBERT B PARKER'S LITTLE WHITE LIES
1057,Terry McMillan,20704,3.95,17572866,4922,Who Asked You?,WHO ASKED YOU
1058,Alexander Chee,158735,3.43,17912498,8965,The Queen of the Night,QUEEN OF THE NIGHT
1059,David Lagercrantz,242659,3.76,25074850,111138,"The Girl in the Spider's Web (Millennium, #4)",THE GIRL IN THE SPIDER'S WEB
1060,Jodi Picoult,7128,3.69,13547188,64980,Lone Wolf,LONE WOLF
1061,Barbara Kingsolver,3541,3.78,6433752,53964,The Lacuna,THE LACUNA
1062,Chloe  Benjamin,15968276,3.73,30288282,70886,The Immortalists,THE IMMORTALISTS
1063,R.A. Salvatore,1023510,4.15,10299110,6994,"Neverwinter (Forgotten Realms: Neverwinter, #2; Legend of Drizzt, #21)",NEVERWINTER
1064,Terry Goodkind,3441,3.86,19477973,7339,"Severed Souls (Sword of Truth, #14; Richard and Kahlan, #3)",SEVERED SOULS
1065,Douglas Preston,12577,4.12,20980959,15220,"Blue Labyrinth (Pendergast, #14)",BLUE LABYRINTH
1066,Margaret Atwood,3472,3.99,17262203,50576,"MaddAddam (MaddAddam, #3)",MADDADDAM
1067,Dennis F. Larsen,6894226,3.72,17253906,53,With Cruel Intent,CRUEL INTENT
1068,Danielle Steel,14255,3.86,27272223,7882,The Apartment,THE APARTMENT
1069,Sandra Brown,6218,3.93,6054518,10369,"Smash Cut (Mitchell &amp; Associates, #1)",SMASH CUT
1070,J.D. Robb,17065,4.44,8315872,22126,"Treachery in Death (In Death, #32)",TREACHERY IN DEATH
1071,Kresley Cole,4428,4.33,18775652,16537,"Dark Skye (Immortals After Dark, #15)",DARK SKYE
1072,Stuart Woods,3936,3.69,18693917,3784,"Cut and Thrust (Stone Barrington, #30)",CUT AND THRUST
1073,James Patterson,3780,4.05,13521299,22304,"Alex Cross, Run (Alex Cross, #20)","ALEX CROSS, RUN"
1074,Vince Flynn,14989,4.35,6339304,33741,"Pursuit of Honor (Mitch Rapp, #12)",PURSUIT OF HONOR
1075,Nicole Marie,2491130,3.53,34666421,425,"A Bitten Curse (Darkness Bites, #1)",DARK BITES
1076,John Grisham,721,3.86,29354916,61206,"The Whistler (The Whistler, #1)",THE WHISTLER
1077,Brad Meltzer,14610,3.79,31933276,10427,The Escape Artist,THE ESCAPE ARTIST
1078,James Patterson,3780,3.75,21423303,10973,"Private Vegas (Private, #9)",PRIVATE VEGAS
1079,Terry Brooks,9629,3.84,6202861,5643,"A Princess of Landover (Magic Kingdom of Landover, #6)",A PRINCESS OF LANDOVER
1080,Tess Gerritsen,18149,4.14,9578677,28906,"The Silent Girl (Rizzoli &amp; Isles, #9)",THE SILENT GIRL
1081,Iris Johansen,32498,4.02,15766976,7033,"Taking Eve (Eve Duncan, #16)",TAKING EVE
1082,Stuart Woods,3936,3.85,6327816,4731,"Hothouse Orchid (Holly Barker, #6)",HOTHOUSE ORCHID
1083,Suzanne Brockmann,32638,4.17,8459711,5498,"Breaking the Rules (Troubleshooters, #16)",BREAKING THE RULES
1084,Daniel José Older,5137530,3.37,38602136,2613,Last Shot: A Han and Lando Novel (Star Wars),STAR WARS: LAST SHOT
1085,Susan Elizabeth Phillips,41313,4.08,8437379,19185,"Call Me Irresistible (Wynette, Texas, #5)",CALL ME IRRESISTIBLE
1086,David Lagercrantz,242659,3.75,32599492,42313,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",THE GIRL WHO TAKES AN EYE FOR AN EYE
1087,S.M. Stirling,14002,3.85,10629334,2747,"The Tears of the Sun (Emberverse, #8)",THE TEARS OF THE SUN
1088,Rachel Hawkins,2261547,4.08,11454587,53806,"Spell Bound (Hex Hall, #3)",SPELL BOUND
1089,Iris Johansen,32498,4.09,17286783,5361,"Silencing Eve (Eve Duncan, #18)",SILENCING EVE
1090,Elizabeth Kostova,5918,3.55,5983057,28885,The Swan Thieves,THE SWAN THIEVES
1091,Sharon Kay Penman,24655,4.37,2859559,6327,"Devil's Brood  (Henry II &amp; Eleanor of Aquitaine, #3)",DEVIL'S BROOD
1092,Vivian Arend,2932249,3.68,21805661,2717,"All Fired Up (DreamMakers, #1)",FIRED UP
1093,Richard A. Clarke,3462959,3.91,88667,4460,Against All Enemies,AGAINST ALL ENEMIES
1094,Anne Rivers Siddons,6946,2.87,7290812,4683,Burnt Mountain,BURNT MOUNTAIN
1095,Lisa Gardner,18282,4.13,25644437,32863,"Find Her (Detective D.D. Warren, #8)",FIND HER
1096,Fannie Flagg,6125,3.99,40611032,39605,The All-Girl Filling Station's Last Reunion,THE ALL-GIRL FILLING STATION'S LAST REUNION
1097,Charlaine Harris,17061,3.69,18107951,26598,"Midnight Crossroad (Midnight, Texas, #1)",MIDNIGHT CROSSROAD
1098,Richard Castle,1953433,3.88,24376905,3427,"Driving Heat (Nikki Heat, #7)",DRIVING HEAT
1099,Jennifer Egan,49625,3.40,774726,10386,Look at Me,LOOK FOR ME
1100,Jim Butcher,10746,4.45,3475161,78022,"Turn Coat (The Dresden Files, #11)",TURN COAT
1101,Brandon Sanderson,38550,4.77,17332218,150883,"Words of Radiance (The Stormlight Archive, #2)",WORDS OF RADIANCE
1102,Paul Garrison,107672,0.0,43698239,0,Robert Ludlum's the Janson Command (A Janson Novel),ROBERT LUDLUM'S THE JANSON COMMAND
1103,Tracy Deebs,3387675,3.82,13505645,1930,Doomed,DOOMED
1104,Jodi Picoult,7128,3.97,3720975,103963,Handle with Care,HANDLE WITH CARE
1105,Elizabeth Strout,97313,3.56,15823461,51099,The Burgess Boys,THE BURGESS BOYS
1106,J.R. Ward,20248,4.38,5098079,97996,"Lover Avenged (Black Dagger Brotherhood, #7)",LOVER AVENGED
1107,Lisa Scottoline,20258,3.64,7078265,12819,"Think Twice (Rosato &amp; Associates, #11)",THINK TWICE
1108,Jennifer Weiner,9212,3.47,13184572,27331,The Next Best Thing,THE NEXT BEST THING
1109,Kristin Hannah,54493,4.12,12022079,49096,Home Front,HOME FRONT
1110,Tom Sharpe,33017,4.10,58514,2242,Indecent Exposure,INDECENT EXPOSURE
1111,Karen Marie Moning,48206,4.41,7304203,90861,"Shadowfever (Fever, #5)",SHADOWFEVER
1112,Lev Grossman,142270,3.50,6101718,198466,The Magicians (The Magicians #1),THE MAGICIANS
1113,Nora Roberts,625,4.20,12716613,57161,The Witness,THE WITNESS
1114,Gabrielle Zevin,40593,3.99,18293427,177509,The Storied Life of A.J. Fikry,THE STORIED LIFE OF AJ FIKRY
1115,Christopher Moore,16218,3.79,35301333,6739,Noir,NOIR
1116,Clive Cussler,18411,4.09,33874794,3774,"The Romanov Ransom (Fargo Adventure, #9)",THE ROMANOV RANSOM
1117,Curtis Sittenfeld,6429,3.61,25852870,63409,"Eligible (The Austen Project, #4)",ELIGIBLE
1118,Jack Campbell,55547,4.03,9676849,11615,"Dreadnaught (The Lost Fleet: Beyond the Frontier, #1)",THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT
1119,Brandon Sanderson,38550,4.45,18739426,50268,"The Bands of Mourning (Mistborn, #6)",THE BANDS OF MOURNING
1120,Patricia Briggs,40563,4.41,30687916,25357,"Silence Fallen (Mercy Thompson, #10)",SILENCE FALLEN
1121,Debbie Macomber,11349,4.09,9747109,9872,"A Turn in the Road (Blossom Street, #8)",A TURN IN THE ROAD
1122,Carolyn Jessop,427437,3.97,818811,32970,Escape,ESCAPE
1123,Dean Koontz,9355,3.34,2983562,14473,Your Heart Belongs to Me,YOUR HEART BELONGS TO ME
1124,Cynthia Ozick,43530,3.14,8149149,1523,Foreign Bodies,FOREIGN BODY
1125,Rita Mae Brown,23511,3.66,8722727,1688,"Hiss of Death (Mrs. Murphy, #19)",HISS OF DEATH
1126,Susan Elia MacNeal,517286,4.05,33109439,4071,The Paris Spy (Maggie Hope Mystery #7),THE PARIS SPY
1127,Chuck Palahniuk,2546,2.85,6855294,11882,Tell-All,TELL-ALL
1128,Guillermo del Toro,167605,3.95,36521316,9076,The Shape of Water,THE SHAPE OF WATER
1129,H.M. Ward,4330590,3.93,17231976,30205,"Damaged (Damaged, #1)",DAMAGE
1130,Douglas Preston,12577,4.08,17159011,18552,"White Fire (Pendergast, #13)",WHITE FIRE
1131,John le Carré,1411964,3.90,34496624,13219,A Legacy of Spies,A LEGACY OF SPIES
1132,Jane Harper,556546,3.86,34275222,39018,"Force of Nature (Aaron Falk, #2)",FORCE OF NATURE
1133,Alice Hoffman,3502,3.87,23492741,44369,The Marriage of Opposites,THE MARRIAGE OF OPPOSITES
1134,Karl Marlantes,2904306,4.24,6411016,32348,Matterhorn,MATTERHORN
1135,P.C. Cast,17015,3.80,30183,397578,"Marked (House of Night, #1)",THE CAST
1136,Diane Mott Davidson,9556,3.71,3435815,6784,"Fatally Flaky (A Goldy Bear Culinary Mystery, #15)",FATALLY FLAKY
1137,Catherine Coulter,1239,4.14,7144235,10264,"Whiplash (FBI Thriller, #14)",WHIPLASH
1138,Emily Giffin,13370,3.88,12987977,80320,Where We Belong,WHERE WE BELONG
1139,Glenn Beck,188932,3.99,12307716,3502,The Snow Angel,THE SNOW ANGEL
1140,Karen Thompson Walker,5142414,3.64,12401556,76387,The Age of Miracles,THE AGE OF MIRACLES
1141,J.D. Robb,17065,4.28,35466342,13092,"Dark in Death (In Death, #46)",DARK IN DEATH
1142,Stanisław Lem,10991,4.18,251633,4929,The Invincible,INVINCIBLE
1143,Mike Maden (author),18178526,3.91,40730651,44,Tom Clancy Point of Contact,TOM CLANCY: POINT OF CONTACT
1144,Lisa Gardner,18282,4.06,15811495,25704,"Touch &amp; Go (Tessa Leoni, #2)",TOUCH AND GO
1145,Stephen King,3389,4.05,7912007,80090,"Full Dark, No Stars","FULL DARK, NO STARS"
1146,Sara Paretsky,28509,3.87,24875357,2970,"Brush Back (V.I. Warshawski, #17)",BRUSH BACK
1147,John le Carré,1411964,3.75,16167080,8596,A Delicate Truth,A DELICATE TRUTH
1148,Lisa Scottoline,20258,3.78,29939066,19801,One Perfect Lie,ONE PERFECT LIE
1149,Alexander McCall Smith,4738,4.07,8628133,13452,The Saturday Big Tent Wedding Party (No. 1 Ladies' Detective Agency #12),THE SATURDAY BIG TENT WEDDING PARTY
1150,Joanna Bourne,486041,4.02,959745,6244,"The Spymaster's Lady (Spymasters, #1)",SPYMASTER
1151,Kristin Hannah,54493,3.92,3975186,39985,True Colors,TRUE COLORS
1152,Stephen King,3389,3.90,34430839,31092,Gwendy's Button Box,GWENDY'S BUTTON BOX
1153,James Lee Burke,7031,4.00,6238661,4559,"Rain Gods (Hackberry Holland, #2)",RAIN GODS
1154,Diana Gabaldon,3617,4.21,8533018,24926,"The Scottish Prisoner (Lord John Grey, #3)",THE SCOTTISH PRISONER
1155,George R.R. Martin,346732,3.69,17279560,10558,Dangerous Women,DANGEROUS WOMEN
1156,Elin Hilderbrand,88301,3.70,6080822,27160,The Castaways,THE CASTAWAYS
1157,Peter V. Brett,1405152,4.22,9268487,47536,"The Daylight War (Demon Cycle, #3)",THE DAYLIGHT WAR
1158,S.H. Kolee,6435350,3.74,17458607,429,Hunting Shadows (Shadow #3),HUNTING SHADOWS
1159,A.J. Banner,13522695,3.34,25837341,42734,The Good Neighbor,THE NEIGHBOR
1160,Elizabeth Strout,97313,3.76,32080126,32343,Anything Is Possible,ANYTHING IS POSSIBLE
1161,Kate Morton,615274,3.87,6746018,59300,The Distant Hours,THE DISTANT HOURS
1162,Steve Martin,7103,3.60,7907803,47151,An Object of Beauty,AN OBJECT OF BEAUTY
1163,Lara Adrian,375626,4.23,13170607,11184,"Edge of Dawn (Midnight Breed, #11)",EDGE OF DAWN
1164,Clive Cussler,18411,3.93,20821242,4646,"The Eye of Heaven (Fargo Adventure, #6)",THE EYE OF HEAVEN
1165,J.D. Robb,17065,4.40,31384635,16896,"Echoes in Death (In Death, #44)",ECHOES IN DEATH
1166,Kathy Reichs,26372,3.99,19322169,13616,"Bones Never Lie (Temperance Brennan, #17)",BONES NEVER LIE
1167,Anthony Marra,5989255,4.28,23995336,11617,The Tsar of Love and Techno,TSAR
1168,Charlotte Rogan,5094344,3.20,12888599,22182,The Lifeboat,THE LIFEBOAT
1169,Lee Child,5091,3.91,2211221,45190,"Nothing to Lose (Jack Reacher, #12)",NOTHING TO LOSE
1170,Bill Clegg,3099070,3.80,24452249,22946,Did You Ever Have a Family,DID YOU EVER HAVE A FAMILY
1171,Christine Feehan,6268,4.01,28866,46869,"Dark Prince (Dark, #1)",DARK PRINCE
1172,T. Coraghessan Boyle,1064072,3.56,394241,4540,The Inner Circle,THE INNER CIRCLE
1173,J.J. Abrams,2878860,3.84,17860739,16277,S.,S
1174,Seth Grahame-Smith,169377,3.70,7108001,123563,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",THE HUNTER
1175,Samantha Towle,4838933,4.18,15724654,67082,"The Mighty Storm (The Storm, #1)",THE STORM
1176,Leila Sales,3390621,3.69,10637697,5895,Past Perfect,PAST PERFECT
1177,Albert Brooks,4503149,3.47,9875493,5155,2030: The Real Story of What Happens to America,2030
1178,S.M. Stirling,14002,3.83,13543199,2164,"Lord of Mountains (Emberverse, #9)",LORD OF MOUNTAINS
1179,Maitreyi Devi,253901,3.90,452198,1724,It Does Not Die,DO OR DIE
1180,Michael Connelly,12470,4.14,7936809,47874,"The Reversal (Mickey Haller, #3; Harry Bosch Universe, #21)",THE REVERSAL
1181,Lisa Jackson,13757,3.88,7109143,6364,Without Mercy,WITHOUT MERCY
1182,Alan Bradley,1074866,4.07,8517008,33827,"A Red Herring Without Mustard (Flavia de Luce, #3)",A RED HERRING WITHOUT MUSTARD
1183,Michael Connelly,12470,4.00,6413193,33504,"Nine Dragons (Harry Bosch, #14; Harry Bosch Universe, #20)",NINE DRAGONS
1184,Patricia Briggs,40563,4.37,25776210,31119,"Fire Touched (Mercy Thompson, #9)",FIRE TOUCHED
1185,James Patterson,3780,3.85,33143062,7005,"Fifty Fifty (Detective Harriet Blue, #2)",FIFTY FIFTY
1186,Sandra Brown,6218,3.95,33296575,12420,Seeing Red,SEEING RED
1187,Emma Donoghue,23613,3.15,18295858,20995,Frog Music,FROG MUSIC
1188,Nora Roberts,625,4.20,26236956,50564,The Obsession,THE OBSESSION
1189,M. Garzon,5010374,4.10,18520635,261,"Blaze of Glory (Blaze of Glory, #1)",A BLAZE OF GLORY
1190,Erin Hunter,27498,4.37,275000,38774,"Fire and Ice (Warriors, #2)",FIRE AND ICE
1191,Anita Shreve,3530,3.44,17333237,13763,Stella Bain,STELLA BAIN
1192,Paula McLain,290189,3.93,23995231,61387,Circling the Sun,CIRCLING THE SUN
1193,David Weber,10517,4.20,26072945,2410,At the Sign of Triumph (Safehold #9),AT THE SIGN OF TRIUMPH
1194,Tayari Jones,292970,4.00,33590210,107366,An American Marriage,AN AMERICAN MARRIAGE
1195,Jeffery Deaver,1612,3.87,16051543,10739,"The Kill Room (Lincoln Rhyme, #10)",THE KILL ROOM
1196,Alexander McCall Smith,4738,4.15,34371605,6259,The House of Unexpected Sisters (No. 1 Ladies' Detective Agency #18),THE HOUSE OF UNEXPECTED SISTERS
1197,Ann B. Ross,43948,4.06,7103547,2138,"Miss Julia Renews Her Vows (Miss Julia, #11)",MISS JULIA RENEWS HER VOWS
1198,Francine Pascal,2423,2.47,8913852,6818,Sweet Valley Confidential: Ten Years Later,SWEET VALLEY CONFIDENTIAL
1199,Linda Howard,16961,3.79,2067180,8784,Death Angel,DEATH ANGEL
1200,Clive Cussler,18411,4.11,18667921,4447,"Ghost Ship (NUMA Files, #12)",GHOST SHIP
1201,David Mitchell,6538289,4.03,7141642,46812,The Thousand Autumns of Jacob de Zoet,THE THOUSAND AUTUMNS OF JACOB DE ZOET
1202,Nevada Barr,43613,3.56,26114418,3899,"Boar Island (Anna Pigeon, #19)",BOAR ISLAND
1203,Elin Hilderbrand,88301,3.89,9503336,31447,Silver Girl,SILVER GIRL
1204,Lois McMaster Bujold,16094,4.06,7841670,11725,"CryoBurn (Vorkosigan Saga, #14)",CRYOBURN
1205,Junot Díaz,55215,3.75,13503109,81066,This Is How You Lose Her,THIS IS HOW YOU LOSE HER
1206,Maggie Stiefvater,1330292,3.77,6068551,397925,"Shiver (The Wolves of Mercy Falls, #1)",THE WOLVES
1207,Laura Childs,88924,3.77,15808747,2177,"Sweet Tea Revenge (A Tea Shop Mystery, #14)",SWEET TEA REVENGE
1208,Joanne Fluke,18819,3.75,11796251,7990,"Cinnamon Roll Murder (Hannah Swensen, #15)",CINNAMON ROLL MURDER
1209,Kim Edwards,6876,3.18,9213976,11965,The Lake of Dreams,THE LAKE OF DREAMS
1210,Lisa Scottoline,20258,3.74,15793165,17209,Don't Go,DON'T GO
1211,John Fowles,10039,3.99,243705,44516,The Collector,THE COLLECTOR
1212,Sarah Waters,25334,3.40,20821087,62554,The Paying Guests,THE PAYING GUESTS
1213,Tim Dorsey,27017,4.08,3614101,3004,"Nuclear Jellyfish (Serge Storms, #11)",NUCLEAR JELLYFISH
1214,Sherrilyn Kenyon,4430,4.11,12077553,15315,"Time Untime (Dark-Hunter #21; Hellchaser, #4; Were-Hunter, #7)",TIME UNTIME
1215,Daniel Silva,29085,4.26,93796,19412,"The Secret Servant (Gabriel Allon, #7)",THE SECRET SERVANT
1216,Terry Brooks,9629,4.03,15743703,5158,"Bloodfire Quest (The Dark Legacy of Shannara, #2)",BLOODFIRE QUEST
1217,Homer,903,3.75,1381,782945,The Odyssey,HOMER
1218,Joel C. Rosenberg,221833,4.33,18232495,11186,The Auschwitz Escape,THE AUSCHWITZ ESCAPE
1219,Patricia Briggs,40563,4.36,13413589,54618,"Frost Burned (Mercy Thompson, #7)",FROST BURNED
1220,Danielle Steel,14255,3.81,13531845,6041,The Sins of the Mother,THE SINS OF THE MOTHER
1221,Melody Anne,5192439,3.93,18478590,14207,"Surrender (Surrender, #1)",THE SURRENDERED
1222,Jojo Moyes,281810,4.26,17347634,909602,"Me Before You (Me Before You, #1)",IF NOT FOR YOU
1223,Jessica Sorensen,4601855,4.13,18166143,8135,"The Resolution of Callie &amp; Kayden (The Coincidence, #6)",RESOLUTION
1224,Barbara Delinsky,36492,3.72,23245586,6252,Blueprints,BLUEPRINTS
1225,Isabel Allende,2238,3.68,34686052,16742,In the Midst of Winter,IN THE MIDST OF WINTER
1226,Joe Hill,88506,3.91,34066621,11999,Strange Weather,STRANGE WEATHER
1227,James Patterson,3780,3.84,7134202,42310,"Private (Private, #1)",PRIVATE:
1228,Brandi Reeds,17133759,4.11,36156746,10316,Trespassing,THE TRESPASSER
1229,Ted Dekker,1441,3.84,6884938,9845,The Bride Collector,THE BRIDE COLLECTOR
1230,Christine Feehan,6268,4.28,17412109,6382,"Dark Blood (Dark, #23)",DARK BLOOD
1231,Paolo Bacigalupi,1226977,3.83,23209924,17759,The Water Knife,THE WATER KNIFE
1232,Nicholas Sparks,2345,4.20,40603730,304791,Safe Haven,SAFE HAVEN
1233,Sandra Brown,6218,4.05,10875239,25907,Lethal,LETHAL
1234,Tricia Levenseller,14358948,3.99,33643994,21766,"Daughter of the Pirate King (Daughter of the Pirate King, #1)",PIRATE KING
1235,Brad Meltzer,14610,3.82,14889776,12000,"The Fifth Assassin (Culper Ring, #2)",THE FIFTH ASSASSIN
1236,Maeve Binchy,3532,3.67,25810097,3357,A Few of the Girls: Stories,A FEW OF THE GIRLS
1237,Jhumpa Lahiri,3670,3.83,17262100,75890,The Lowland,THE LOWLAND
1238,Neal Stephenson,545,3.99,22816087,74851,Seveneves,SEVENEVES
1239,Tim Dorsey,27017,4.10,8586212,2032,"Electric Barracuda (Serge Storms, #13)",ELECTRIC BARRACUDA
1240,Richard Castle,1953433,3.97,17336666,8793,"Deadly Heat (Nikki Heat, #5)",DEADLY HEAT
1241,Debbie Macomber,11349,3.91,28502761,8134,Twelve Days of Christmas,TWELVE DAYS OF CHRISTMAS
1242,Alexander McCall Smith,4738,3.72,13642130,3932,"The Uncommon Appeal of Clouds (Isabel Dalhousie, #9)",THE UNCOMMON APPEAL OF CLOUDS
1243,Walter Mosley,20850,3.84,64382,2687,Fortunate Son,NO FORTUNATE SON
1244,Book*Sense,8136264,4.23,23929232,69,Tom Clancy Full Force and Effect: (A Jack Ryan Novel 10) by Mark Greaney | Summary &amp; Analysis,TOM CLANCY FULL FORCE AND EFFECT
1245,Anne Perry,6331,3.96,18142348,2339,"Death on Blackheath (Charlotte &amp; Thomas Pitt, #29)",DEATH ON BLACKHEATH
1246,John Grisham,721,3.72,25387351,57596,"Rogue Lawyer (Rogue Lawyer, #1)",ROGUE
1247,Tess Gerritsen,18149,4.11,13272498,23265,"Last to Die (Rizzoli &amp; Isles, #10)",LAST TO DIE
1248,Elizabeth Alexander,17148,4.04,22875479,6899,The Light of the World,LIGHT OF THE WORLD
1249,Lee Child,5091,4.11,33378951,42476,"The Midnight Line (Jack Reacher, #22)",THE MIDNIGHT LINE
1250,Elin Hilderbrand,88301,3.86,12799058,27111,Summerland,SUMMERLAND
1251,James Patterson,3780,3.74,23346506,9366,Truth or Die,TRUTH OR DIE
1252,Kevin Kwan,634694,3.95,29864343,60078,"Rich People Problems (Crazy Rich Asians, #3)",RICH PEOPLE PROBLEMS
1253,Eoin Colfer,10896,3.56,6359434,24630,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",AND ANOTHER THING
1254,Neal Stephenson,545,3.87,32075825,17330,The Rise and Fall of D.O.D.O.,THE RISE AND FALL OF DOD O
1255,Andrew Gross,8214,3.74,13044811,5677,15 Seconds,15 SECONDS
1256,Ian Doescher,6897756,4.30,18283020,3867,"William Shakespeare's The Empire Striketh Back (William Shakespeare's Star Wars, #5)",WILLIAM SHAKESPEARE'S THE EMPIRE STRIKETH BACK
1257,Felix Francis,535902,3.85,10840307,2695,Dick Francis's Gamble,DICK FRANCIS'S GAMBLE
1258,Upton Sinclair,23510,3.73,41681,118593,The Jungle,THE JUNGLE
1259,Lois Metzger,577112,3.83,16667645,1050,A Trick of the Light,A TRICK OF THE LIGHT
1260,Douglas Preston,12577,3.60,8286216,14494,"Gideon's Sword (Gideon Crew, #1)",GIDEON'S SWORD
1261,Lorrie Moore,11746,3.57,18050057,7132,Bark,BARK
1262,Jonathan Kellerman,43626,3.69,31849494,4601,"Crime Scene (Clay Edison, #1)",CRIME SCENE
1263,Adriana Trigiani,9219,3.90,6673171,12308,"Brava, Valentine","BRAVA, VALENTINE"
1264,David Baldacci,9291,4.01,5509321,30452,"First Family (Sean King &amp; Michelle Maxwell, #4)",FIRST FAMILY
1265,Tatiana de Rosnay,305400,3.34,7963208,23247,A Secret Kept,A SECRET KEPT
1266,Sherrilyn Kenyon,4430,4.59,2299110,51032,Acheron (Dark-Hunter #14),ACHERON
1267,Christina Baker Kline,157146,3.87,30255942,47672,A Piece of the World,A PIECE OF THE WORLD
1268,Steve Martini,1648,3.94,7144433,4469,"The Rule of Nine (Paul Madriani, #11)",THE RULE OF NINE
1269,Michael Crichton,5194,3.43,6428887,36973,Pirate Latitudes,PIRATE LATITUDES
1270,Steve Berry,3621,3.89,3124122,16058,"The Charlemagne Pursuit (Cotton Malone, #4)",THE CHARLEMAGNE PURSUIT
1271,Alexander McCall Smith,4738,4.11,17345190,11281,The Minor Adjustment Beauty Salon (No. 1 Ladies' Detective Agency #14),THE MINOR ADJUSTMENT BEAUTY SALON
1272,Michael Brandman,4678962,3.97,13573363,5351,"Robert B. Parker's Fool Me Twice (Jesse Stone, #11)",ROBERT B PARKER'S FOOL ME TWICE
1273,Danielle Steel,14255,3.94,22551744,6525,Prodigal Son,PRODIGAL SON
1274,Kristin Hannah,54493,4.56,21853621,478887,The Nightingale,THE NIGHTINGALE
1275,Randy Wayne White,27932,3.65,11890814,1726,"Chasing Midnight (Doc Ford,  #19)",CHASING MIDNIGHT
1276,Lauren Oliver,2936493,3.91,6482837,267963,Before I Fall,BEFORE THE FALL
1277,Elizabeth Strout,97313,3.51,25893709,90207,My Name Is Lucy Barton,MY NAME IS LUCY BARTON
1278,Janet Evanovich,2384,3.79,28686830,34971,"Turbo Twenty-Three (Stephanie Plum, #23)",TURBO TWENTY-THREE
1279,Maeve Binchy,3532,3.66,18050097,9412,Chestnut Street,CHESTNUT STREET
1280,Elin Hilderbrand,88301,3.83,18656006,27292,The Matchmaker,THE MATCHMAKER
1281,Robert Galbraith,383606,3.85,16160797,410403,"The Cuckoo's Calling (Cormoran Strike, #1)",THE CUCKOO'S CALLING
1282,John Hart,47072,4.09,10024937,12419,Iron House,IRON HOUSE
1283,B.A. Paris,14425604,3.90,31450633,54055,The Breakdown,THE BREAKDOWN
1284,Alison Lurie,2046,3.74,202897,8702,Foreign Affairs,FOREIGN AFFAIRS
1285,Jeff Lindsay,10482,3.57,17262204,7274,"Dexter's Final Cut (Dexter, #7)",THE FINAL CUT
1286,Tim Dorsey,27017,4.13,6672751,2278,"Gator A-Go-Go (Serge Storms, #12)",GATOR A-GO-GO
1287,Alex Berenson,195905,4.05,15815367,4523,"The Night Ranger (John Wells, #7)",THE NIGHT RANGER
1288,Jacqueline Winspear,5023,3.69,18695272,6250,The Care and Management of Lies,THE CARE AND MANAGEMENT OF LIES
1289,Vince Flynn,14989,4.32,3313418,43173,"Extreme Measures (Mitch Rapp, #11)",EXTREME MEASURES
1290,Emma Straub,1983563,3.15,18641982,56420,The Vacationers,THE VACATIONERS
1291,Robin Hobb,25307,4.51,40610956,24364,"Fool's Quest  (The Fitz and The Fool, #2)",FOOL'S QUEST
1292,Kristin Hannah,54493,4.33,34912895,171535,The Great Alone,THE GREAT ALONE
1293,Rita Mae Brown,23511,3.74,3190662,1998,"Santa Clawed (Mrs. Murphy, #17)",SANTA CLAWED
1294,Jennifer Weiner,9212,3.50,6066819,55509,Best Friends Forever,FRIENDS FOREVER
