,author,author_id,average_rating,book_id,ratings_count,title,title_query,title_match,gender,num_pages
230,Melody Anne,5192439.0,3.93,18478590.0,14206.0,THE SURRENDERED,THE SURRENDERED,True,female,428
231,Mary Higgins Clark,99044.0,3.77,18143968.0,14647.0,I'VE GOT YOU UNDER MY SKIN,I'VE GOT YOU UNDER MY SKIN,True,female,
232,Melissa Francis,2890288.0,3.9,6319120.0,2637.0,BITE ME,BITE ME,True,female,296
233,Kresley Cole,4428.0,4.05,17558070.0,14790.0,THE PROFESSIONAL,THE PROFESSIONAL,True,None,
234,Tana French,138825.0,3.85,23398965.0,49782.0,THE SECRET PLACE,THE SECRET PLACE,True,female,480
235,Chris Columbus,381166.0,3.81,13380221.0,9965.0,THE HOUSE OF SECRETS,THE HOUSE OF SECRETS,True,,
236,David Baldacci,9291.0,4.06,17333431.0,24335.0,KING AND MAXWELL,KING AND MAXWELL,True,male,419
237,Maeve Binchy,3532.0,3.81,15990489.0,38073.0,A WEEK IN WINTER,A WEEK IN WINTER,True,female,464
238,Scott Lynch,73149.0,4.24,2890090.0,68021.0,THE REPUBLIC OF THIEVES,THE REPUBLIC OF THIEVES,True,male,650
239,Lev Grossman,142270.0,3.92,10079321.0,75346.0,THE MAGICIAN KING,THE MAGICIAN KING,True,male,400
240,Lee Child,5091.0,4.11,33378951.0,42471.0,THE MIDNIGHT LINE,THE MIDNIGHT LINE,True,male,368
241,Bethenny Frankel,2851433.0,3.24,13160313.0,2189.0,SKINNYDIPPING,SKINNYDIPPING,True,,
242,V.E. Schwab,7168230.0,4.09,22055262.0,130506.0,MAGIC,MAGIC,True,female,400
243,Kim Harrison,17054.0,4.35,3475268.0,43991.0,"WHITE WITCH, BLACK CURSE","WHITE WITCH, BLACK CURSE",True,female,
244,Pat Conroy,6942.0,3.8,6135237.0,37328.0,SOUTH OF BROAD,SOUTH OF BROAD,True,,
245,J.D. Robb,17065.0,4.26,6542645.0,18581.0,FANTASY IN DEATH,FANTASY IN DEATH,True,None,
246,J.A. Jance,3453636.0,4.12,9633628.0,6384.0,BETRAYAL OF TRUST,BETRAYAL OF TRUST,True,female,344
247,Kendall Ryan,6473923.0,3.82,36297992.0,4261.0,XO,XO,True,female,334
248,Sandra Brown,6218.0,3.95,33296575.0,12417.0,SEEING RED,SEEING RED,True,female,432
249,Sophie Kinsella,6160.0,3.94,12033455.0,170417.0,I'VE GOT YOUR NUMBER,I'VE GOT YOUR NUMBER,True,None,
250,Harlan Coben,24689.0,4.06,34001659.0,32848.0,DON'T LET GO,DON'T LET GO,True,None,368
251,Alessandro Baricco,908.0,3.83,61264.0,29319.0,SILKS,SILKS,True,male,91
252,J.A. Jance,3453636.0,4.03,13342424.0,5501.0,JUDGMENT CALL,JUDGMENT CALL,True,female,
253,,,,,,THERE THERE,THERE THERE,True,None,
254,J.A. Jance,3453636.0,4.15,33385013.0,3795.0,PROOF OF LIFE,PROOF OF LIFE,True,female,432
255,Anne Tyler,457.0,3.4,22501028.0,71316.0,A SPOOL OF BLUE THREAD,A SPOOL OF BLUE THREAD,True,female,
256,Robertson Davies,23129.0,3.89,10859132.0,35.0,THRICE THE BRINDED CAT HATH MEW'D,THRICE THE BRINDED CAT HATH MEW'D,True,male,178
257,Charlaine Harris,17061.0,3.7,7102544.0,9798.0,DEATH'S EXCELLENT VACATION,DEATH'S EXCELLENT VACATION,True,None,
258,Autumn Doughton,6573700.0,3.95,17861295.0,8102.0,IN THIS MOMENT,IN THIS MOMENT,True,female,None
259,Kate Morton,615274.0,4.14,13508607.0,118225.0,THE SECRET KEEPER,THE SECRET KEEPER,True,None,
260,Joe Schreiber,263547.0,3.65,6310782.0,6830.0,DEATH TROOPERS,DEATH TROOPERS,True,,
261,Annie Winters,10704491.0,3.7,23731750.0,1514.0,THE VIGILANTES,THE VIGILANTES,True,,
262,Robert Louis Stevenson,854076.0,3.83,295.0,349349.0,THE ISLAND,THE ISLAND,True,,
263,Tom Clancy,3892.0,4.1,18342283.0,12066.0,COMMAND AUTHORITY,COMMAND AUTHORITY,True,male,
264,Clive Cussler,18411.0,3.96,18079599.0,4090.0,THE BOOTLEGGER,THE BOOTLEGGER,True,male,
265,Fern Michaels,2609.0,3.53,6225116.0,2478.0,MR. AND MISS ANONYMOUS,MR. AND MISS ANONYMOUS,True,female,
266,Neal Stephenson,545.0,3.99,22816087.0,74848.0,SEVENEVES,SEVENEVES,True,male,880
267,Mary Kubica,7392948.0,3.38,32735394.0,18381.0,THE LAST LIE,THE LAST LIE,True,,
268,Jeffery Deaver,1612.0,3.45,17368273.0,6471.0,THE OCTOBER LIST,THE OCTOBER LIST,True,male,
269,Laurell K. Hamilton,9550.0,4.04,6098691.0,22712.0,DIVINE MISDEMEANORS,DIVINE MISDEMEANORS,True,female,333
270,Jonathan Kellerman,43626.0,3.27,20821302.0,3530.0,THE GOLEM OF HOLLYWOOD,THE GOLEM OF HOLLYWOOD,True,male,
271,Lee Child,5091.0,4.04,17262159.0,50715.0,NEVER GO BACK,NEVER GO BACK,True,male,400
272,Erich Segal,15516.0,3.61,73968.0,48428.0,LOVE STORY,LOVE STORY,True,,
273,Matthew Quick,1251730.0,4.0,13539044.0,138466.0,SILVER LININGS,SILVER LININGS,True,male,289
274,Ken Follett,3447.0,4.32,12959233.0,106795.0,WINTER OF THE WORLD,WINTER OF THE WORLD,True,None,940
275,Dorothea Benton Frank,36935.0,3.57,23215447.0,8028.0,ALL THE SINGLE LADIES,ALL THE SINGLE LADIES,True,female,357
276,Sandra Brown,6218.0,3.99,2306910.0,13637.0,SMOKE SCREEN,SMOKE SCREEN,True,female,398
277,Danielle Steel,14255.0,3.93,2892420.0,6413.0,A GOOD WOMAN,A GOOD WOMAN,True,female,None
278,GRANT BLACKWOOD (author),18179460.0,4.2,40733690.0,5.0,TOM CLANCY: DUTY AND HONOR,TOM CLANCY: DUTY AND HONOR,True,,
279,Michael Chabon,2715.0,3.82,26795307.0,25587.0,MOONGLOW,MOONGLOW,True,male,
280,Amanda Quick,42211.0,3.84,12019626.0,6420.0,CRYSTAL GARDENS,CRYSTAL GARDENS,True,None,320
281,David Weber,10517.0,4.11,3667676.0,4210.0,STORM FROM THE SHADOWS,STORM FROM THE SHADOWS,True,male,755
282,Robert A. Heinlein,205.0,4.17,16690.0,96117.0,THE MISTRESS,THE MISTRESS,True,male,288
283,Katherine Howe,342135.0,3.7,4836308.0,47693.0,THE PHYSICK BOOK OF DELIVERANCE DANE,THE PHYSICK BOOK OF DELIVERANCE DANE,True,female,371
284,Toni De Palma,465309.0,3.78,13610688.0,76.0,THE DEVIL'S TRIANGLE,THE DEVIL'S TRIANGLE,True,,
285,Ernest Cline,31712.0,3.51,16278318.0,82366.0,ARMADA,ARMADA,True,,
286,Brad Meltzer,14610.0,3.79,31933276.0,10421.0,THE ESCAPE ARTIST,THE ESCAPE ARTIST,True,male,416
287,Suzanne Brockmann,32638.0,4.21,5571541.0,5392.0,HOT PURSUIT,HOT PURSUIT,True,None,398
288,Augusten Burroughs,3058.0,4.02,32370.0,78152.0,THE DRY,THE DRY,True,male,293
289,Geraldine Brooks,211268.0,3.82,9684523.0,55437.0,CALEB'S CROSSING,CALEB'S CROSSING,True,female,306
290,Michael Crichton,5194.0,3.41,11660590.0,27113.0,MICRO,MICRO,True,male,
291,Helen Ellis,183538.0,3.4,25472765.0,10380.0,AMERICAN HOUSEWIFE,AMERICAN HOUSEWIFE,True,,
292,Clive Cussler,18411.0,3.82,6262396.0,10855.0,SPARTAN GOLD,SPARTAN GOLD,True,male,384
293,William R. Forstchen,8589.0,3.92,23848051.0,10313.0,ONE YEAR AFTER,ONE YEAR AFTER,True,male,
294,Stephen King,3389.0,4.2,11588.0,942944.0,THE KING,THE KING,True,male,
295,Kristin Hannah,54493.0,4.33,34912895.0,171479.0,THE GREAT ALONE,THE GREAT ALONE,True,female,None
296,Anton DiSclafani,5760651.0,3.34,16158508.0,19357.0,THE YONAHLOSSEE RIDING CAMP FOR GIRLS,THE YONAHLOSSEE RIDING CAMP FOR GIRLS,True,,
297,W. Bruce Cameron,327737.0,4.35,7723542.0,96305.0,A DOG'S PURPOSE,A DOG'S PURPOSE,True,None,
298,Katherine Center,409113.0,4.09,36249638.0,19296.0,HOW TO WALK AWAY,HOW TO WALK AWAY,True,,
299,Bernard Cornwell,12542.0,4.3,6489529.0,23021.0,THE BURNING LAND,THE BURNING LAND,True,None,
300,Anya Allyn,5786232.0,3.63,16036519.0,3413.0,DARK CAROUSEL,DARK CAROUSEL,True,,
301,Paige Weaver,7034900.0,4.08,17733971.0,9973.0,PROMISE ME,PROMISE ME,True,None,368
302,Billy Collins,438.0,4.02,28503713.0,1374.0,THE RAIN IN PORTUGAL,THE RAIN IN PORTUGAL,True,,
303,Debbie Macomber,11349.0,3.56,20519023.0,6159.0,MR. MIRACLE,MR. MIRACLE,True,female,
304,S.J. Watson,4470653.0,3.89,9736930.0,247590.0,BEFORE I GO TO SLEEP,BEFORE I GO TO SLEEP,True,None,359
305,Reif Larsen,2685732.0,3.87,6065179.0,7595.0,THE SELECTED WORKS OF TS SPIVET,THE SELECTED WORKS OF TS SPIVET,True,,
306,John Grisham,721.0,3.72,25387351.0,57595.0,ROGUE LAWYER,ROGUE LAWYER,True,male,344
307,Christine Feehan,6268.0,4.35,35620156.0,2873.0,COVERT GAME,COVERT GAME,True,female,
308,Joanne Fluke,18819.0,3.55,22544406.0,6080.0,DOUBLE FUDGE BROWNIE MURDER,DOUBLE FUDGE BROWNIE MURDER,True,female,356
309,Wally Lamb,3505.0,3.22,30363103.0,6954.0,I'LL TAKE YOU THERE,I'LL TAKE YOU THERE,True,male,272
310,Stephenie Meyer,941441.0,4.03,4502877.0,141092.0,MIDNIGHT SUN,MIDNIGHT SUN,True,female,264
311,J.R. Ward,20248.0,4.35,10993282.0,68707.0,LOVER REBORN,LOVER REBORN,True,None,572
312,Maria Semple,1588088.0,3.19,28449270.0,49107.0,TODAY WILL BE DIFFERENT,TODAY WILL BE DIFFERENT,True,,
313,Stephanie  Clifford,11724346.0,2.94,23605009.0,5515.0,EVERYBODY RISE,EVERYBODY RISE,True,female,384
314,Geraldine Brooks,211268.0,3.57,24611425.0,13399.0,THE SECRET CHORD,THE SECRET CHORD,True,female,
315,Lindsey Lee Johnson,5770928.0,3.42,32737635.0,6375.0,A DANGEROUS PLACE,A DANGEROUS PLACE,True,,
316,Debbie Macomber,11349.0,3.85,22694049.0,18526.0,LAST ONE HOME,LAST ONE HOME,True,female,320
317,Tom Perrotta,15907.0,3.39,10762469.0,40181.0,THE LEFTOVERS,THE LEFTOVERS,True,,
318,Stieg Larsson,706255.0,4.23,5060378.0,733012.0,THE GIRL WHO PLAYED WITH FIRE,THE GIRL WHO PLAYED WITH FIRE,True,male,
319,Kimberla Lawson Roby,84220.0,4.29,12937106.0,1649.0,THE REVEREND'S WIFE,THE REVEREND'S WIFE,True,,
320,Jamie McGuire,4464118.0,4.08,23714532.0,25494.0,BEAUTIFUL SACRIFICE,BEAUTIFUL SACRIFICE,True,female,284
321,Chuck Palahniuk,2546.0,3.93,36236123.0,95136.0,SURVIVORS,SURVIVORS,True,male,304
322,Sandra Brown,6218.0,3.93,6054518.0,10369.0,SMASH CUT,SMASH CUT,True,female,367
323,Delia Ephron,83180.0,3.42,27246115.0,9529.0,SIRACUSA,SIRACUSA,True,,
324,Robert Crais,8944.0,4.19,1689469.0,14390.0,CHASING DARKNESS,CHASING DARKNESS,True,male,273
325,Jude Deveraux,28574.0,3.92,7266940.0,5391.0,SCARLET NIGHTS,SCARLET NIGHTS,True,female,376
326,H.M. Ward,4330590.0,3.93,17231976.0,30205.0,DAMAGE,DAMAGE,True,female,341
327,Julian Barnes,1462.0,3.73,25912206.0,16043.0,THE NOISE OF TIME,THE NOISE OF TIME,True,,
328,Laurell K. Hamilton,9550.0,3.85,2149535.0,36046.0,BLOOD NOIR,BLOOD NOIR,True,female,
329,Chris Pavone,437652.0,3.43,12617758.0,26763.0,THE EXPATS,THE EXPATS,True,,
330,Susan Mallery,8716.0,3.78,31875693.0,4855.0,SECRETS OF THE TULIP SISTERS,SECRETS OF THE TULIP SISTERS,True,female,384
331,Mark Haddon,1050.0,3.87,1618.0,1034091.0,DOG ON IT,DOG ON IT,True,,
332,MaryJanice Davidson,1429808.0,3.62,6884614.0,8145.0,UNDEAD AND UNFINISHED,UNDEAD AND UNFINISHED,True,female,
333,Robert Galbraith,383606.0,4.04,18214414.0,181049.0,THE SILKWORM,THE SILKWORM,True,female,
334,J.A. Redmerski,5437976.0,4.25,16081272.0,136021.0,EDGE,EDGE,True,None,426
335,Henning Mankell,22339.0,3.98,8755555.0,13107.0,THE TROUBLED MAN,THE TROUBLED MAN,True,,
336,Mary Kay Andrews,21387.0,3.79,9751378.0,25657.0,SUMMER RENTAL,SUMMER RENTAL,True,None,402
337,Harlan Coben,24689.0,3.96,3675828.0,24202.0,LONG LOST,LONG LOST,True,None,
338,Christina Lauren,6556689.0,4.05,17831617.0,26355.0,BOMBSHELL,BOMBSHELL,True,female,160
339,Liane Moriarty,322069.0,3.56,26247008.0,185967.0,THE GUILTY,THE GUILTY,True,None,
340,Catherine Coulter,1239.0,4.14,13126128.0,8306.0,BACKFIRE,BACKFIRE,True,female,405
341,Caleb Carr,27779.0,3.18,28952751.0,3298.0,"SURRENDER, NEW YORK","SURRENDER, NEW YORK",True,None,624
342,Vanessa Diffenbaugh,4537214.0,4.08,10032672.0,177897.0,THE LANGUAGE OF FLOWERS,THE LANGUAGE OF FLOWERS,True,female,323
343,Anne Hillerman,612732.0,3.84,22934457.0,6177.0,ROCK WITH WINGS,ROCK WITH WINGS,True,,
344,Clive Cussler,18411.0,3.93,7830113.0,7082.0,LOST EMPIRE,LOST EMPIRE,True,male,
345,Alex Berenson,195905.0,4.05,15815367.0,4523.0,THE NIGHT RANGER,THE NIGHT RANGER,True,None,387
346,John Hart,47072.0,4.12,5556466.0,30562.0,THE LAST CHILD,THE LAST CHILD,True,male,373
347,David Weber,10517.0,4.1,6048478.0,5956.0,BY HERESIES DISTRESSED,BY HERESIES DISTRESSED,True,male,
348,John Sandford,4610.0,4.23,18667817.0,18716.0,FIELD OF PREY,FIELD OF PREY,True,male,
349,David Weber,10517.0,4.14,23847910.0,2962.0,HELL'S FOUNDATIONS QUIVER,HELL'S FOUNDATIONS QUIVER,True,male,784
350,Jeff Lindsay,10482.0,3.57,17262204.0,7274.0,THE FINAL CUT,THE FINAL CUT,True,None,352
351,Linda Howard,16961.0,3.77,7046510.0,8760.0,VEIL OF NIGHT,VEIL OF NIGHT,True,female,352
352,Francine Rivers,6492.0,4.29,6926176.0,21776.0,HER MOTHER'S HOPE,HER MOTHER'S HOPE,True,female,498
353,Ruth Reichl,5662.0,3.76,18167006.0,24228.0,DELICIOUS!,DELICIOUS!,True,female,380
354,Deborah Harkness,3849415.0,4.18,16054217.0,97854.0,THE BOOK OF LIFE,THE BOOK OF LIFE,True,,
355,Emma Straub,1983563.0,3.15,18641982.0,56420.0,THE VACATIONERS,THE VACATIONERS,True,female,292
356,S.M. Stirling,14002.0,3.91,2922849.0,4522.0,THE SCOURGE OF GOD,THE SCOURGE OF GOD,True,male,450
357,E. Lynn Harris,81011.0,3.93,3697549.0,1820.0,BASKETBALL JONES,BASKETBALL JONES,True,male,256
358,Cynthia D'Aprix Sweeney,393731.0,3.42,25781157.0,132483.0,THE NEST,THE NEST,True,,
359,Karen Kingsbury,3159984.0,4.22,29430860.0,3150.0,A BAXTER FAMILY CHRISTMAS,A BAXTER FAMILY CHRISTMAS,True,,
360,Ian McEwan,2408.0,3.41,13562049.0,43190.0,SWEET TOOTH,SWEET TOOTH,True,male,
361,Michael Connelly,12470.0,4.11,2761626.0,49440.0,THE BRASS VERDICT,THE BRASS VERDICT,True,male,
362,Mohsin Hamid,16902.0,3.81,30688435.0,76925.0,EXIT WEST,EXIT WEST,True,,
363,Dorothea Benton Frank,36935.0,3.53,18635039.0,15079.0,THE HURRICANE SISTERS,THE HURRICANE SISTERS,True,female,320
364,Stieg Larsson,706255.0,4.13,2429135.0,2237309.0,THE GIRL WITH THE DRAGON TATTOO,THE GIRL WITH THE DRAGON TATTOO,True,male,465
365,Maggie Stiefvater,1330292.0,3.77,6068551.0,397914.0,NO MERCY,NO MERCY,True,female,390
366,David Baldacci,9291.0,4.22,26245853.0,51257.0,THE LAST MILE,THE LAST MILE,True,male,644
367,Stuart Woods,3936.0,3.7,18667899.0,3912.0,CARNAL CURIOSITY,CARNAL CURIOSITY,True,male,320
368,John Fowles,10039.0,3.99,243705.0,44517.0,THE COLLECTOR,THE COLLECTOR,True,male,283
369,Orson Scott Card,589.0,4.3,375802.0,987527.0,END GAME,END GAME,True,male,324
370,Isabel Allende,2238.0,3.68,34686052.0,16740.0,IN THE MIDST OF WINTER,IN THE MIDST OF WINTER,True,female,10
371,Joe Hill,88506.0,4.07,15729539.0,74680.0,NOS4A2,NOS4A2,True,male,692
372,John le Carré,1411964.0,3.9,34496624.0,13218.0,A LEGACY OF SPIES,A LEGACY OF SPIES,True,male,264
373,Madeline Miller,176372.0,4.33,35959740.0,84026.0,CIRCE,CIRCE,True,,
374,Marc Cameron (author),18443878.0,3.81,41941428.0,16.0,TOM CLANCY POWER AND EMPIRE,TOM CLANCY POWER AND EMPIRE,True,None,None
375,John Irving,3075.0,3.23,25111109.0,9866.0,AVENUE OF MYSTERIES,AVENUE OF MYSTERIES,True,male,
376,Kels Barnholdt,5346112.0,3.65,17241496.0,917.0,AGAINST ALL ODDS,AGAINST ALL ODDS,True,,
377,David  Wong,225033.0,4.26,12924261.0,21725.0,THIS BOOK IS FULL OF SPIDERS,THIS BOOK IS FULL OF SPIDERS,True,,
378,Tricia Levenseller,14358948.0,3.99,33643994.0,21762.0,PIRATE KING,PIRATE KING,True,female,311
379,Jess Walter,12667.0,3.68,11447921.0,142933.0,BEAUTIFUL RUINS,BEAUTIFUL RUINS,True,,
380,James Patterson,3780.0,4.01,3188186.0,24617.0,RUN FOR YOUR LIFE,RUN FOR YOUR LIFE,True,male,
381,David Baldacci,9291.0,4.0,11007587.0,56371.0,ZERO DAY,ZERO DAY,True,male,434
382,Maeve Binchy,3532.0,3.67,25810097.0,3357.0,A FEW OF THE GIRLS,A FEW OF THE GIRLS,True,female,319
383,Charlaine Harris,17061.0,3.69,18107951.0,26598.0,MIDNIGHT CROSSROAD,MIDNIGHT CROSSROAD,True,None,305
384,Don DeLillo,233.0,3.2,26154389.0,8063.0,ZERO K,ZERO K,True,,
385,Alexander McCall Smith,4738.0,4.15,34371605.0,6259.0,THE HOUSE OF UNEXPECTED SISTERS,THE HOUSE OF UNEXPECTED SISTERS,True,male,None
386,Jamie Ford,1421619.0,3.65,17232261.0,17383.0,SONGS OF WILLOW FROST,SONGS OF WILLOW FROST,True,male,
387,Anthony Marra,5989255.0,4.28,23995336.0,11616.0,TSAR,TSAR,True,None,332
388,Richard Castle,1953433.0,3.55,6566722.0,57359.0,HEAT WAVE,HEAT WAVE,True,male,
389,Maria Semple,1588088.0,3.91,13526165.0,328751.0,"WHERE'D YOU GO, BERNADETTE","WHERE'D YOU GO, BERNADETTE",True,,
390,Karen Marie Moning,48206.0,4.41,7304203.0,90861.0,SHADOWFEVER,SHADOWFEVER,True,female,608
391,Nora Roberts,625.0,4.1,31415529.0,23592.0,COME SUNDOWN,COME SUNDOWN,True,female,466
392,James Patterson,3780.0,4.01,9682816.0,19892.0,KILL ME IF YOU CAN,KILL ME IF YOU CAN,True,male,
393,Ridley Pearson,6244.0,3.74,2027685.0,1590.0,KILLER VIEW,KILLER VIEW,True,,
394,Anthony Horowitz,32590.0,3.74,23347686.0,4301.0,TRIGGER MORTIS,TRIGGER MORTIS,True,None,304
395,James Luceno,9346.0,4.08,11099729.0,14816.0,DARTH PLAGUEIS,DARTH PLAGUEIS,True,male,379
396,Kimberly Derting,2755160.0,4.04,10468701.0,6844.0,DEAD SILENCE,DEAD SILENCE,True,,
397,Edgar Allan Poe,4624490.0,4.07,391724.0,22567.0,THE BLACK CAT,THE BLACK CAT,True,male,24
398,Louise Penny,194243.0,4.23,6449551.0,35081.0,THE BRUTAL TELLING,THE BRUTAL TELLING,True,,
399,James Patterson,3780.0,4.05,13521299.0,22302.0,"ALEX CROSS, RUN","ALEX CROSS, RUN",True,male,416
400,David Baldacci,9291.0,4.12,8045080.0,27187.0,HELL'S CORNER,HELL'S CORNER,True,male,
401,Guillermo del Toro,167605.0,3.68,6945530.0,25236.0,THE NIGHT ETERNAL,THE NIGHT ETERNAL,True,male,
402,Nancy Thayer,37183.0,3.64,26895163.0,6526.0,THE ISLAND HOUSE,THE ISLAND HOUSE,True,,
403,Fannie Flagg,6125.0,3.99,40611032.0,39603.0,THE ALL-GIRL FILLING STATION'S LAST REUNION,THE ALL-GIRL FILLING STATION'S LAST REUNION,True,female,369
404,John Sandford,4610.0,4.29,26025992.0,17204.0,EXTREME PREY,EXTREME PREY,True,male,406
405,Stuart Woods,3936.0,3.85,6327816.0,4731.0,HOTHOUSE ORCHID,HOTHOUSE ORCHID,True,male,291
406,Karen Armstrong,2637.0,4.15,27310.0,5107.0,MUHAMMAD,MUHAMMAD,True,,
407,Kathryn Stockett,1943477.0,4.46,4667024.0,1839583.0,THE HELP,THE HELP,True,female,465
408,Miranda Beverly-Whittemore,174088.0,3.44,18339743.0,15290.0,BITTERSWEET,BITTERSWEET,True,female,381
409,David Baldacci,9291.0,4.06,23153154.0,79778.0,MEMORY MAN,MEMORY MAN,True,male,416
410,Danielle Steel,14255.0,3.93,33877273.0,5017.0,FAIRYTALE,FAIRYTALE,True,female,
411,Tricia Levenseller,14358948.0,3.99,33643994.0,21762.0,THE PIRATE KING,THE PIRATE KING,True,female,311
412,Margaret Atwood,3472.0,4.06,6080337.0,90067.0,THE YEAR OF THE FLOOD,THE YEAR OF THE FLOOD,True,female,
413,Lauren Oliver,2936493.0,3.91,6482837.0,267950.0,THE FALL,THE FALL,True,female,473
414,Nora Roberts,625.0,4.1,9410421.0,31437.0,CHASING FIRE,CHASING FIRE,True,female,472
415,Lincoln Child,11091.0,3.79,3986318.0,13330.0,TERMINAL FREEZE,TERMINAL FREEZE,True,,
416,Peter Heller,134408.0,3.91,13330761.0,45583.0,THE DOG STARS,THE DOG STARS,True,,
417,Iris Johansen,32498.0,4.09,17286783.0,5360.0,SILENCING EVE,SILENCING EVE,True,None,403
418,W.E.B. Griffin,1415338.0,3.93,5500385.0,1557.0,THE TRAFFICKERS,THE TRAFFICKERS,True,male,
419,William Gibson,9226.0,3.94,7745031.0,12762.0,ZERO HISTORY,ZERO HISTORY,True,male,404
420,J.A. Jance,3453636.0,3.67,24809272.0,3386.0,DANCE OF THE BONES,DANCE OF THE BONES,True,female,355
421,Clive Cussler,18411.0,4.27,34329091.0,3557.0,TYPHOON FURY,TYPHOON FURY,True,male,
422,Abraham   Verghese,93353.0,4.28,3591262.0,313746.0,CUTTING FOR STONE,CUTTING FOR STONE,True,,
423,Brad Thor,5088.0,4.13,16130723.0,12700.0,HIDDEN ORDER,HIDDEN ORDER,True,male,
424,Richard Flanagan,8864.0,4.01,17905709.0,41691.0,THE NARROW ROAD TO THE DEEP NORTH,THE NARROW ROAD TO THE DEEP NORTH,True,male,467
425,Spencer Quinn,1932450.0,4.07,13259975.0,4111.0,A FISTFUL OF COLLARS,A FISTFUL OF COLLARS,True,male,
426,Lara Adrian,375626.0,4.37,12042279.0,17699.0,DARKER AFTER MIDNIGHT,DARKER AFTER MIDNIGHT,True,female,384
427,Jesmyn Ward,1676417.0,4.04,32920226.0,68701.0,"SING, UNBURIED, SING","SING, UNBURIED, SING",True,None,285
428,Tess Gerritsen,18149.0,4.11,13272498.0,23265.0,LAST TO DIE,LAST TO DIE,True,female,338
429,Samantha Shannon,5830526.0,3.76,17199504.0,48200.0,THE BONE SEASON,THE BONE SEASON,True,female,
430,Dave Eggers,3371.0,3.44,18302455.0,161835.0,THE CIRCLE,THE CIRCLE,True,male,
431,William Kent Krueger,71170.0,4.17,15803059.0,59054.0,ORDINARY GRACE,ORDINARY GRACE,True,male,307
432,Aimee Molloy,365937.0,3.55,35887193.0,30339.0,THE PERFECT MOTHER,THE PERFECT MOTHER,True,female,317
433,Ian Rankin,33031.0,4.19,25179757.0,9042.0,EVEN DOGS IN THE WILD,EVEN DOGS IN THE WILD,True,male,None
434,Glenn Beck,188932.0,3.99,12307716.0,3502.0,THE SNOW ANGEL,THE SNOW ANGEL,True,male,279
435,Carol Higgins Clark,12454.0,3.51,12958284.0,2130.0,GYPPED,GYPPED,True,,
436,Shobha Rao,7085305.0,3.8,34275212.0,8977.0,BURN BRIGHT,BURN BRIGHT,True,None,304
437,Donna Leon,16290.0,3.88,12862985.0,4526.0,BEASTLY THINGS,BEASTLY THINGS,True,female,296
438,Jorge Luis Borges,500.0,4.38,5787.0,26335.0,ALEPH,ALEPH,True,,
439,Brad Thor,5088.0,4.24,7313444.0,16906.0,FOREIGN INFLUENCE,FOREIGN INFLUENCE,True,male,373
440,Elizabeth Berg,3529.0,3.32,7012055.0,8136.0,THE LAST TIME I SAW YOU,THE LAST TIME I SAW YOU,True,female,
441,Robert Dugoni,63650.0,4.2,109958.0,2780.0,DAMAGE CONTROL,DAMAGE CONTROL,True,male,401
442,Anne Lamott,7113.0,3.28,6709616.0,6238.0,IMPERFECT BIRDS,IMPERFECT BIRDS,True,,
443,Joseph Roth,30681.0,3.87,57787.0,1620.0,THE EMPEROR'S TOMB,THE EMPEROR'S TOMB,True,male,157
444,James Patterson,3780.0,3.91,16131072.0,16730.0,SECOND HONEYMOON,SECOND HONEYMOON,True,male,
445,Jay Amberg,270854.0,3.44,25140977.0,801.0,BONE BOX,BONE BOX,True,,
446,Mercedes Lackey,8685.0,3.94,13515085.0,5391.0,REDOUBT,REDOUBT,True,female,330
447,Debbie Macomber,11349.0,4.05,3337374.0,7220.0,A CEDAR COVE CHRISTMAS,A CEDAR COVE CHRISTMAS,True,female,256
448,Ian McEwan,2408.0,3.24,7140754.0,21968.0,SOLAR,SOLAR,True,male,287
449,Iris Johansen,32498.0,4.08,16045080.0,5450.0,HUNTING EVE,HUNTING EVE,True,None,
450,Dean Koontz,9355.0,4.08,36597362.0,5713.0,THE CROOKED STAIRCASE,THE CROOKED STAIRCASE,True,None,
451,Ayana Mathis,5204412.0,3.48,13320466.0,33730.0,THE TWELVE TRIBES OF HATTIE,THE TWELVE TRIBES OF HATTIE,True,,
452,William Least Heat-Moon,1254084.0,4.0,63832.0,19225.0,THE HIGHWAY,THE HIGHWAY,True,,
453,Tess Gerritsen,18149.0,4.16,7202831.0,33910.0,ICE COLD,ICE COLD,True,female,
454,Janet Evanovich,2384.0,3.75,32942027.0,29044.0,HARDCORE TWENTY-FOUR,HARDCORE TWENTY-FOUR,True,female,320
455,Robin Hobb,25307.0,4.64,30688013.0,20250.0,ASSASSIN'S FATE,ASSASSIN'S FATE,True,female,
456,John Sandford,4610.0,4.19,23281640.0,18573.0,GATHERING PREY,GATHERING PREY,True,male,407
457,Thomas Pynchon,235.0,3.57,17208457.0,9588.0,BLEEDING EDGE,BLEEDING EDGE,True,male,477
458,Adriana Trigiani,9219.0,3.9,6673171.0,12308.0,"BRAVA, VALENTINE","BRAVA, VALENTINE",True,female,352
459,Joanne Fluke,18819.0,3.56,25621455.0,5750.0,WEDDING CAKE MURDER,WEDDING CAKE MURDER,True,female,
460,J.D. Robb,17065.0,4.25,15806231.0,18800.0,CALCULATED IN DEATH,CALCULATED IN DEATH,True,None,
461,Jacqueline Winspear,5023.0,4.21,6553733.0,18306.0,THE MAPPING OF LOVE AND DEATH,THE MAPPING OF LOVE AND DEATH,True,None,
